# units: altitude[m] ambient_pressure[Pa] thrust[N] thrust_ideal[N] thrust_momentum[N] thrust_pressure[N] isp[s] isp_ideal[s] cf[-] exit_pressure[Pa] exit_ambient_ratio[-] exit_mach[-] exit_velocity[m/s] separation_predicted[-] shock_in_nozzle[-] regime[-]
altitude,ambient_pressure,thrust,thrust_ideal,thrust_momentum,thrust_pressure,isp,isp_ideal,cf,exit_pressure,exit_ambient_ratio,exit_mach,exit_velocity,separation_predicted,shock_in_nozzle,regime
72000,3.836248908,165308.3419,166064.9021,155479.953,10584.94908,350.9068267,352.512808,1.952477904,34384.38661,8963.022848,3.459541588,3236.623056,0,0,under-expanded
72500,3.54797073,165308.4307,166064.9908,155479.953,10585.03783,350.9070151,352.5129964,1.952478952,34384.38661,9691.282492,3.459541588,3236.623056,0,0,under-expanded
73000,3.280218106,165308.5131,166065.0732,155479.953,10585.12027,350.9071901,352.5131714,1.952479926,34384.38661,10482.34767,3.459541588,3236.623056,0,0,under-expanded
73500,3.031611117,165308.5897,166065.1498,155479.953,10585.19681,350.9073526,352.5133339,1.95248083,34384.38661,11341.95162,3.459541588,3236.623056,0,0,under-expanded
74000,2.800857101,165308.6607,166065.2208,155479.953,10585.26785,350.9075034,352.5134847,1.952481669,34384.38661,12276.38018,3.459541588,3236.623056,0,0,under-expanded
74500,2.586745486,165308.7266,166065.2867,155479.953,10585.33377,350.9076433,352.5136246,1.952482448,34384.38661,13292.52793,3.459541588,3236.623056,0,0,under-expanded
75000,2.388142908,165308.7878,166065.3479,155479.953,10585.39491,350.9077731,352.5137544,1.95248317,34384.38661,14397.96023,3.459541588,3236.623056,0,0,under-expanded
75500,2.203988601,165308.8445,166065.4046,155479.953,10585.45161,350.9078934,352.5138748,1.952483839,34384.38661,15600.98205,3.459541588,3236.623056,0,0,under-expanded
76000,2.033290043,165308.897,166065.4571,155479.953,10585.50416,350.908005,352.5139863,1.95248446,34384.38661,16910.71411,3.459541588,3236.623056,0,0,under-expanded
76500,1.87511884,165308.9457,166065.5058,155479.953,10585.55286,350.9081084,352.5140897,1.952485035,34384.38661,18337.17729,3.459541588,3236.623056,0,0,under-expanded
77000,1.72860685,165308.9908,166065.5509,155479.953,10585.59797,350.9082041,352.5141854,1.952485568,34384.38661,19891.38629,3.459541588,3236.623056,0,0,under-expanded
77500,1.592942522,165309.0326,166065.5927,155479.953,10585.63974,350.9082928,352.5142741,1.952486061,34384.38661,21585.45343,3.459541588,3236.623056,0,0,under-expanded
78000,1.467367435,165309.0713,166065.6314,155479.953,10585.6784,350.9083749,352.5143562,1.952486518,34384.38661,23432.70389,3.459541588,3236.623056,0,0,under-expanded
78500,1.351173049,165309.107,166065.6672,155479.953,10585.71417,350.9084508,352.5144321,1.952486941,34384.38661,25447.80376,3.459541588,3236.623056,0,0,under-expanded
79000,1.243697627,165309.1401,166065.7002,155479.953,10585.74726,350.908521,352.5145023,1.952487331,34384.38661,27646.90216,3.459541588,3236.623056,0,0,under-expanded
79500,1.144323341,165309.1707,166065.7308,155479.953,10585.77786,350.908586,352.5145673,1.952487693,34384.38661,30047.78927,3.459541588,3236.623056,0,0,under-expanded
80000,1.052473545,165309.199,166065.7591,155479.953,10585.80613,350.908646,352.5146273,1.952488027,34384.38661,32670.07211,3.459541588,3236.623056,0,0,under-expanded
nan,0,165309.523,166066.0831,155479.953,10586.13017,350.9093338,352.5153151,1.952491854,34384.38661,nan,3.459541588,3236.623056,0,0,under-expanded
