# units: altitude[m] ambient_pressure[Pa] thrust[N] thrust_ideal[N] thrust_momentum[N] thrust_pressure[N] isp[s] isp_ideal[s] cf[-] exit_pressure[Pa] exit_ambient_ratio[-] exit_mach[-] exit_velocity[m/s] separation_predicted[-] shock_in_nozzle[-] regime[-]
altitude,ambient_pressure,thrust,thrust_ideal,thrust_momentum,thrust_pressure,isp,isp_ideal,cf,exit_pressure,exit_ambient_ratio,exit_mach,exit_velocity,separation_predicted,shock_in_nozzle,regime
73000,3.280218106,173337.2588,174143.6532,165721.3634,8422.289834,367.9501392,369.6619059,2.047308464,12161.54833,3707.542589,3.973941466,3449.818291,0,0,under-expanded
73500,3.031611117,173337.431,174143.8254,165721.3634,8422.46205,367.9505047,369.6622715,2.047310498,12161.54833,4011.579276,3.973941466,3449.818291,0,0,under-expanded
74000,2.800857101,173337.5908,174143.9853,165721.3634,8422.621898,367.950844,369.6626108,2.047312386,12161.54833,4342.080974,3.973941466,3449.818291,0,0,under-expanded
74500,2.586745486,173337.7392,174144.1336,165721.3634,8422.770218,367.9511589,369.6629256,2.047314138,12161.54833,4701.486249,3.973941466,3449.818291,0,0,under-expanded
75000,2.388142908,173337.8767,174144.2712,165721.3634,8422.907794,367.9514509,369.6632177,2.047315763,12161.54833,5092.470928,3.973941466,3449.818291,0,0,under-expanded
75500,2.203988601,173338.0043,174144.3988,165721.3634,8423.035361,367.9517217,369.6634885,2.04731727,12161.54833,5517.972426,3.973941466,3449.818291,0,0,under-expanded
76000,2.033290043,173338.1225,174144.517,165721.3634,8423.153608,367.9519727,369.6637395,2.047318666,12161.54833,5981.216685,3.973941466,3449.818291,0,0,under-expanded
76500,1.87511884,173338.2321,174144.6266,165721.3634,8423.263176,367.9522053,369.663972,2.047319961,12161.54833,6485.748034,3.973941466,3449.818291,0,0,under-expanded
77000,1.72860685,173338.3336,174144.7281,165721.3634,8423.364668,367.9524208,369.6641875,2.047321159,12161.54833,7035.462301,3.973941466,3449.818291,0,0,under-expanded
77500,1.592942522,173338.4276,174144.822,165721.3634,8423.458646,367.9526202,369.664387,2.047322269,12161.54833,7634.643538,3.973941466,3449.818291,0,0,under-expanded
78000,1.467367435,173338.5146,174144.909,165721.3634,8423.545634,367.9528049,369.6645716,2.047323297,12161.54833,8288.004788,3.973941466,3449.818291,0,0,under-expanded
78500,1.351173049,173338.5951,174144.9895,165721.3634,8423.626125,367.9529758,369.6647425,2.047324247,12161.54833,9000.733351,3.973941466,3449.818291,0,0,under-expanded
79000,1.243697627,173338.6695,174145.064,165721.3634,8423.700575,367.9531338,369.6649005,2.047325127,12161.54833,9778.541072,3.973941466,3449.818291,0,0,under-expanded
79500,1.144323341,173338.7384,174145.1328,165721.3634,8423.769414,367.9532799,369.6650467,2.04732594,12161.54833,10627.72023,3.973941466,3449.818291,0,0,under-expanded
80000,1.052473545,173338.802,174145.1964,165721.3634,8423.83304,367.953415,369.6651817,2.047326691,12161.54833,11555.20572,3.973941466,3449.818291,0,0,under-expanded
nan,0,173339.531,174145.9255,165721.3634,8424.562111,367.9549626,369.6667293,2.047335302,12161.54833,nan,3.973941466,3449.818291,0,0,under-expanded
