# units: chamber.pressure[Pa] propellants.mixture_ratio[-] chamber.eta_c_star[-] nozzle.throat_radius[m] nozzle.expansion_ratio[-] propellants.fuel_temperature[K] cooling.wall_thickness[m] cooling.wall_conductivity[W/(m K)] cooling.channel_height[m] cooling.bartz_multiplier[-] performance.thrust[N] performance.isp[s] performance.isp_vacuum[s] performance.mdot[kg/s] performance.exit_pressure[Pa] chamber.temperature[K] chamber.c_star[m/s] cooling.max_wall_temperature[K] cooling.max_heat_flux[W/m^2] cooling.pressure_drop[Pa] cooling.outlet_temperature[K] cooling_energy_residual[-] wall_limit_exceeded[-] coolant_boiling[-] separation_predicted[-] shock_in_nozzle[-] status[-]
chamber.pressure,propellants.mixture_ratio,chamber.eta_c_star,nozzle.throat_radius,nozzle.expansion_ratio,propellants.fuel_temperature,cooling.wall_thickness,cooling.wall_conductivity,cooling.channel_height,cooling.bartz_multiplier,performance.thrust,performance.isp,performance.isp_vacuum,performance.mdot,performance.exit_pressure,chamber.temperature,chamber.c_star,cooling.max_wall_temperature,cooling.max_heat_flux,cooling.pressure_drop,cooling.outlet_temperature,cooling_energy_residual,wall_limit_exceeded,coolant_boiling,separation_predicted,shock_in_nozzle,status
5612498.374,3.413024066,0.957188674,0.07016750658,19.84670168,112.6949286,0.0006455645237,310.418453,0.004892876052,1.410718965,138826.5207,286.4680995,350.6526852,49.41689988,35564.98941,3527.863527,1756.720592,1010.49679,63600098.74,5488950.324,614.7636249,5.133835522e-09,1,0,1,0,ok
5407611.366,3.439180715,0.9572893241,0.0698272715,19.99203594,113.6299637,0.000605029386,304.5864079,0.004861041289,1.10459282,131326.4305,283.5892472,350.5948739,47.22170946,34280.85523,3525.11886,1754.138113,859.9898276,52361831.69,3835672.265,530.9549689,2.379956287e-09,1,0,1,0,ok
5512573.636,3.420801656,0.9572739026,0.07008705892,19.96061676,114.3374798,0.0006323877057,341.120099,0.004987811615,1.04294554,135414.0279,285.0263382,350.7221147,48.44600699,34788.38691,3526.306723,1755.989687,814.6428342,51496648.09,3556389.646,509.0551182,5.507633951e-10,1,0,1,0,ok
5534886.113,3.392204437,0.9630047104,0.07003911759,20.01885585,114.364878,0.0006056173758,292.3617815,0.005200848608,1.106393403,134764.7285,284.9782975,351.0815177,48.22183997,34468.28579,3524.337984,1768.870813,879.9200241,52737076.33,3378021.602,525.5054363,4.758110849e-09,1,0,1,0,ok
5543310.197,3.386905216,0.9521191864,0.07031447689,20.09464408,110.5297055,0.0006182062792,343.0496302,0.005126329217,1.38615112,137765.4941,285.3886594,350.9024247,49.22469877,34284.43821,3523.621721,1749.14369,981.3067507,63155982.32,4700210.215,610.3445906,2.200505327e-10,1,0,1,0,ok
5617213.424,3.35901954,0.9525152785,0.06987941174,20.20108539,110.0027414,0.0006061405784,294.9625149,0.004987090979,1.287662729,137955.9312,286.0536465,351.1635095,49.17815293,34166.47726,3522.481938,1752.254021,965.0698791,59994405.61,4801911.465,577.9521786,4.018972434e-09,1,0,1,0,ok
5521165.008,3.399722381,0.9771570819,0.06994251318,19.87104799,110.7609602,0.0005666998129,307.0882904,0.00511446678,0.8574535905,131932.0929,284.4456799,351.1599309,47.29665579,34795.57351,3524.308737,1794.042108,715.8046247,44045335.66,2535245.442,442.3055844,5.103463889e-10,0,0,1,0,ok
5391103.956,3.361030021,0.9657266866,0.0699839776,20.03759841,110.5938238,0.0006816222698,317.9041583,0.005164454943,0.976453269,129650.3853,283.0004248,351.1907362,46.71604292,33207.78895,3517.372184,1775.655762,794.1674045,47639527.96,2847182.607,484.2737209,3.763862887e-10,0,0,1,0,ok
5534234.189,3.395616493,0.9734337054,0.07005835801,20.08343691,112.9134658,0.00061738706,309.3498975,0.005070201011,1.177223456,133105.1448,284.3395468,351.3691819,47.73499699,34358.40146,3524.480562,1787.682608,902.0324712,54963528.05,3797126.459,550.9922479,5.928504195e-09,1,0,1,0,ok
5666058.138,3.425399265,0.9407094444,0.06970404835,19.9633639,108.7862782,0.0005695438146,315.6594929,0.005314103102,0.9864260689,141315.6958,287.5006149,350.3157922,50.12229493,35760.76772,3529.740509,1725.503943,804.1602431,50903969.91,3056997.636,484.9488243,2.468424018e-10,1,0,1,0,ok
5278357.594,3.405374087,0.9693810074,0.07022827601,19.84802302,114.9173336,0.0006155267659,321.5703103,0.004975044647,0.752215606,127051.8018,281.7580281,350.8620343,45.98157612,33435.83154,3519.300239,1778.643227,640.960054,38951553.63,2157684.218,404.0702379,2.591501848e-09,0,0,1,0,ok
5545856.923,3.433713195,0.9557230798,0.07012032483,19.991279,111.1157699,0.0006387068228,332.1078465,0.004952699573,1.186699993,136830.5896,285.3703288,350.6263396,48.89379048,35063.02825,3527.798377,1752.074888,895.1489922,56384014.05,4250119.5,554.6766678,3.798782978e-09,1,0,1,0,ok
5658548.117,3.349109053,0.9335112312,0.06959268346,19.80141654,114.3284472,0.000621975155,311.9195646,0.005067505,1.073113811,141616.8878,288.222775,350.3530334,50.10327048,35197.43264,3522.839923,1718.367209,852.6809982,54461056.74,3928834.72,508.7571152,6.708043145e-10,1,0,1,0,ok
5500383.869,3.306456435,0.9354086099,0.07024082184,20.18995653,110.9782005,0.0005646622821,342.0229256,0.004921969176,1.049850483,138404.1162,285.4480404,350.8452319,49.44259593,32908.95867,3513.642437,1724.331557,806.7652856,53236363.27,4056547.618,504.1617861,4.227051603e-09,1,0,1,0,ok
5479954.197,3.371910343,0.9459321263,0.07034273537,19.88650522,110.0587793,0.0006216367893,338.4119675,0.00484420851,0.8185281245,137101.349,285.3520791,350.5453501,48.99367434,34190.92569,3520.582004,1738.702566,674.8005997,43791555.38,2943539.419,424.3475316,1.306120507e-09,0,0,1,0,ok
5563085.826,3.373515444,0.9349196286,0.07012337698,20.0941387,108.7530383,0.0005879521854,303.036189,0.00512658972,0.9591858454,140454.3243,286.40887,350.5464951,50.00667461,34246.39083,3522.581322,1718.554473,788.7217242,49430244.92,3243242.345,472.941898,2.267784212e-09,0,0,1,0,ok
5334764.283,3.333097173,0.9665262252,0.0699898359,19.90122885,114.9628204,0.0006224417672,329.8888042,0.005022746873,0.8012039812,127861.8001,282.5750712,351.1569472,46.14092463,32857.90657,3513.393855,1779.298304,666.5117471,41524103.49,2374867.134,420.1180212,5.259721556e-09,0,0,1,0,ok
5613456.49,3.428042104,0.9447372618,0.06999760005,20.1283597,111.8462381,0.0006372829896,348.7079842,0.005099089961,1.289379294,140069.1675,286.40797,350.600386,49.86970197,35103.17642,3529.04133,1732.645682,941.9812775,60968149.67,4539649.741,584.3971302,4.636606417e-10,1,0,1,0,ok
5432176.302,3.34168473,0.9506142662,0.07009331729,19.91580149,109.8745114,0.0005755515376,309.2368955,0.004911100139,1.083496824,133712.707,284.4966283,350.7673873,47.92640815,33494.40673,3516.173423,1749.45218,841.3310517,52601044.94,3877818.398,517.2784912,7.098247583e-11,1,0,1,0,ok
5495830.965,3.460935068,0.9506803821,0.07000912509,19.87528796,114.4447321,0.0006105627598,292.8878668,0.004976994712,0.8540253573,135954.9057,285.1565298,350.1960986,48.61730563,35324.20803,3528.928858,1740.610718,726.0783058,44259368.52,2772101.063,440.0678451,2.912503983e-09,0,0,1,0,ok
5615259.817,3.389372057,0.9683268494,0.06978077618,19.93322086,111.7771776,0.0005823630595,325.513169,0.004948750525,1.523586752,135363.4813,285.8721029,351.1228994,48.28464726,35107.05501,3525.694994,1779.025844,1037.712118,67220607.01,5623785.991,648.3028997,2.48673955e-09,1,0,1,0,ok
5366288.413,3.413680973,0.9351130375,0.07009754581,20.14084458,114.9328191,0.0006159053695,328.6700987,0.005025727677,0.9120978907,134432.613,283.8744045,350.397337,48.29005815,33431.3657,3522.204,1715.425181,743.9424532,46604447.15,2966593.026,462.9005973,2.095005326e-11,0,0,1,0,ok
5502247.514,3.526373325,0.9484528419,0.07024121129,19.92021816,111.4633236,0.0006038957961,339.2182208,0.004794098644,1.046408285,137632.854,284.8639945,349.6170109,49.26788059,35938.08717,3532.562183,1731.051944,811.1204641,51702150.96,3918558.122,513.2124089,5.423689598e-09,1,0,1,0,ok
5449506.683,3.477983242,0.9660109802,0.07034810928,20.07307775,113.1283492,0.0006177985994,298.7561275,0.004870691468,1.041547787,133248.6955,283.3855724,350.6367789,47.94734399,34775.63817,3528.769983,1767.044012,831.7332748,49897919.98,3560190.624,510.3027351,2.411315384e-10,1,0,1,0,ok
5520055.638,3.45320838,0.967277799,0.06989427622,20.01709554,113.1731302,0.0006260094368,302.1006142,0.005069732533,0.8099148668,133382.1593,284.4342025,350.8138353,47.81842307,35067.50101,3528.845671,1771.66376,695.3425712,42222969.26,2425282.832,425.3002316,8.823959563e-10,0,0,1,0,ok
5471900.057,3.33058079,0.9594670736,0.06994801535,20.04106009,108.7578495,0.0005892251053,358.7213967,0.005059416908,0.9962377978,132729.2355,284.2908705,351.1459314,47.60833619,33330.26966,3515.710219,1766.671563,773.1124647,50115342.5,3267320.606,491.0301764,3.212495331e-09,0,0,1,0,ok
5417570.607,3.418671637,0.9439051713,0.07006143511,20.10477209,114.7879823,0.0006247359924,320.6412913,0.004963353458,1.067147334,134471.3181,284.1688631,350.5539496,48.25390853,33872.3599,3523.868224,1731.330637,837.2160477,51886892.5,3667718.434,516.626444,9.793671393e-09,1,0,1,0,ok
5408001.522,3.372153027,0.9536062646,0.06975358696,19.93034722,111.3461134,0.0005980383039,301.9513234,0.004698227869,1.057983789,131374.5558,284.0234606,350.7590337,47.16679541,33666.777,3519.008979,1752.602384,829.3048602,51366865.79,4119231.666,512.0974282,3.863675596e-11,1,0,1,0,ok
5466080.358,3.474401763,0.9491122707,0.06988762649,19.97698575,108.9173611,0.0005935073867,334.3244797,0.005145927831,0.8324675945,134795.6659,284.5460474,350.1112876,48.30618004,35047.44962,3528.511347,1736.296028,693.2610312,43703984.58,2459339.688,435.2690953,3.332344516e-09,0,0,1,0,ok
5670923.218,3.331645323,0.9611471548,0.07008523358,19.86574351,110.221303,0.0005317843325,330.7342556,0.004959470509,1.200607851,139113.3524,286.9901422,351.070145,49.42892456,34909.32482,3520.651183,1770.416826,888.457955,58448414.22,4604143.18,552.4674842,1.657724857e-09,1,0,1,0,ok
5399701.888,3.516021887,0.9437639542,0.06989347257,19.96469004,109.9012739,0.0005863121808,338.7877526,0.005061129926,1.272755292,133849.3931,283.7714067,349.5908979,48.09800882,35087.74888,3529.35055,1722.922709,927.7819456,58449302.01,4036340.078,586.1290873,1.142353363e-10,1,0,1,0,ok
5310633.926,3.462715757,0.9722659364,0.07010217588,19.96032735,111.945492,0.0005953715937,342.21536,0.004969832156,1.082257936,127256.3642,281.5953959,350.6898484,46.08220861,34002.71734,3524.196433,1779.20483,824.8898669,50722376.35,3306655.926,529.2871226,3.998721125e-09,1,0,1,0,ok
5367408.428,3.450736791,0.9333553199,0.06995361448,20.06017132,110.1683978,0.0006104847118,337.6198229,0.004945220447,0.6820513512,134456.7597,283.98028,349.9777038,48.28072493,34005.82065,3524.604049,1709.074729,597.2782451,37725202.42,2113559.839,374.5478746,7.673546357e-10,0,0,1,0,ok
5388369.619,3.403100675,0.9561299262,0.06995099777,19.92236308,108.2800019,0.0006182850509,303.8483518,0.004858529638,0.9865185627,131294.2512,283.6006386,350.6286996,47.20824232,33908.67452,3521.12028,1754.596456,794.8654654,48416666.8,3395978.193,488.8972508,1.308259142e-09,0,0,1,0,ok
5498795.487,3.339727113,0.9629797704,0.07007282922,19.97060275,113.1553266,0.0006187135064,308.8115384,0.005111572932,0.8183017705,133573.4418,284.6611616,351.1831258,47.84881909,33753.89713,3517.907064,1772.741949,693.5759573,42963186.07,2488831.689,423.3139057,6.205657734e-09,0,0,1,0,ok
5443540.206,3.530762907,0.9492628572,0.07004336539,20.0038569,111.6595717,0.00067322428,304.9675171,0.005035320798,0.8599873576,134872.8026,283.9085851,349.6695802,48.44234756,35420.94413,3531.339212,1731.969084,731.7436283,43882590.03,2623161.215,445.386792,2.371745494e-09,0,0,1,0,ok
5536110.561,3.403131943,0.967122639,0.07006229396,20.039665,110.2148233,0.000637650418,333.7185207,0.005026439518,1.057080779,134261.7333,284.7066355,351.1070802,48.08769769,34547.58717,3524.913693,1775.371927,827.1334016,51639870.38,3508263.486,513.3762396,3.374271989e-09,1,0,1,0,ok
5604302.767,3.371780977,0.9497827727,0.07011491908,19.8398052,112.7895005,0.0005948391897,307.7815798,0.005022590641,1.091875609,139392.6212,286.7832573,350.6594131,49.5638822,35048.72252,3523.820219,1746.332838,857.6934608,53925692.41,3905487.011,517.8474627,1.316079047e-10,1,0,1,0,ok
5496377.618,3.43609377,0.9652960872,0.06998008171,20.05470067,113.1783328,0.0006533916487,307.6715454,0.004945017775,1.082741315,133204.6363,284.2090516,350.9127823,47.79261127,34649.91557,3527.007657,1769.353322,856.1021406,51755713.76,3659377.383,522.4361293,1.834019821e-09,1,0,1,0,ok
5476452.685,3.435601546,0.9657220639,0.07004468474,20.01011234,109.9037813,0.0005774819222,338.1038073,0.004938093597,1.004088045,132828.8256,284.0104321,350.8307199,47.69110274,34616.53517,3526.137474,1769.954971,786.1406384,49646952.67,3373443.08,498.6605022,2.473931274e-09,0,0,1,0,ok
5468231.129,3.409640315,0.9533060797,0.07016712351,20.0717525,109.2920972,0.0005834956254,324.7007745,0.004968458637,0.9421967952,134860.4117,284.4093525,350.7498183,48.35261114,34140.19351,3523.750905,1749.218854,759.0140965,47764820.62,3182473.009,473.5973551,2.766752599e-09,0,0,1,0,ok
5536815.053,3.399688996,0.9470947685,0.06983973072,20.03676386,112.820118,0.000650427942,322.7227363,0.004927571522,0.9502919946,136672.8539,285.6574069,350.6797183,48.78834634,34523.27822,3524.903308,1738.997285,773.4008324,48643336.38,3390214.305,474.3422578,3.900053421e-11,0,0,1,0,ok
5352411.107,3.403028736,0.9700456007,0.07001467756,19.91101374,112.6982273,0.0006384468158,334.0272364,0.004853877687,0.8906880018,128297.6412,282.5486139,350.9732589,46.30253994,33721.2631,3520.702858,1780.216029,721.3376565,44675957.94,2904744.997,457.9135784,1.785769192e-09,0,0,1,0,ok
5325418.964,3.379739003,0.9622474061,0.06985535456,19.93830269,112.3523575,0.000656404515,321.1231109,0.004885777493,1.054724455,127968.4023,282.5359443,350.9153043,46.18578881,33239.51795,3517.841786,1767.64354,825.5848611,50243496.63,3501277.239,513.7565984,1.505248007e-10,1,0,1,0,ok
5518959.23,3.358643294,0.9591410752,0.07013190671,20.05678807,109.2763545,0.0006139848775,331.0609815,0.004891094548,0.916722659,135042.8796,284.8642492,351.1050267,48.34071464,33896.00965,3520.047899,1764.108469,740.3807907,47200884.16,3270111.64,461.9591118,4.105482435e-11,0,0,1,0,ok
5376441.772,3.38587747,0.9466299464,0.06990499413,20.07415229,110.9888394,0.0005860161536,314.7210388,0.004826943973,1.01895303,132044.6499,283.6198601,350.6910384,47.47483844,33320.93646,3519.540265,1738.592217,803.4437217,50099748.34,3687027.203,500.4158955,4.275514283e-09,1,0,1,0,ok
5615651.211,3.382925195,0.9727452892,0.06994038962,19.90944281,113.0271734,0.0006035090521,301.7562011,0.005072519284,1.214062231,135274.865,285.7520794,351.2389106,48.27330507,35090.08304,3525.221509,1787.71819,924.7263373,56799850.79,4042006.156,559.0381083,6.016574314e-10,1,0,1,0,ok
5581520.154,3.423793736,0.9595290406,0.06995012511,19.94612866,109.8198113,0.0005774905475,312.7378338,0.004855539291,0.9896979798,136609.591,285.7412248,350.7233339,48.75145856,35267.93087,3527.720937,1759.915222,791.7447092,49922170.29,3645644.76,489.4278652,3.243402362e-09,0,0,1,0,ok
5605009.945,3.314255824,0.961172873,0.07007940739,20.20184975,113.4592525,0.0005909247838,279.1203388,0.005032060044,1.088364437,136670.0205,285.5211578,351.4998191,48.81061595,33581.87459,3517.361961,1771.710722,871.8439933,52977323.9,3825956.09,513.9209019,1.326398934e-09,1,0,1,0,ok
5696024.027,3.417532777,0.9682032629,0.07017669728,19.91751321,114.3416594,0.0005994272033,307.4879895,0.004852422853,1.036049089,139499.8907,286.8242415,351.0234148,49.59493644,35966.86859,3530.386476,1776.929501,824.8565214,51837057.08,3977504.702,503.0131714,4.058859812e-09,1,0,1,0,ok
5316395.254,3.291633519,0.9428786946,0.06988791674,20.04226582,110.7193549,0.0005707107053,290.9098954,0.004987104732,0.9923192561,130257.2336,283.0720378,350.7913617,46.92283068,31985.47301,3507.261602,1738.549741,799.5537742,48813109.64,3280466.201,484.317754,3.860650915e-10,0,0,1,0,ok
5395454.692,3.417944756,0.9690198488,0.06998347993,20.06106763,108.5839272,0.0006088702784,320.1669414,0.004985857754,0.8527094928,129534.8464,282.7525718,351.0228298,46.71532507,33815.29627,3522.600872,1777.090787,706.6799225,43353015.1,2609947.685,443.4548083,5.580372597e-09,0,0,1,0,ok
5508567.56,3.359663103,0.9551244346,0.07000034607,20.06863528,111.9174005,0.0006208687245,321.5800339,0.004885333183,0.9489495746,134873.8353,284.9201782,351.0473882,48.27072531,33824.8194,3520.201208,1756.730343,765.7775756,48305022.81,3420209.648,473.1590183,2.780851252e-09,0,0,1,0,ok
5546390.662,3.449215359,0.9658014862,0.06972904081,20.08744415,110.6695362,0.0006835820042,332.0680329,0.004903256246,0.903463133,133676.4172,284.668474,350.8753546,47.88447697,35023.44804,3528.93056,1769.265312,742.7421383,46209086.24,3068434.446,461.9861007,4.041212492e-11,0,0,1,0,ok
5339239.986,3.399303231,0.9711350166,0.07006173333,20.09823184,109.3900977,0.0006191914661,306.4240184,0.005030806519,1.251322038,127698.5072,281.8762126,351.1962357,46.1962494,33192.82599,3519.689134,1782.314549,933.4351673,55796853.64,3835806.363,576.5901886,3.544983957e-09,1,0,1,0,ok
5619873.336,3.441156637,0.9559919432,0.07027275947,20.02253362,110.1378593,0.0006541813818,351.5769773,0.005042725657,0.9259012904,139629.9915,286.1441195,350.6450005,49.75917951,35526.75329,3530.03397,1752.173892,748.6089567,48084551.23,3139180.386,467.2728824,7.293522304e-09,0,0,1,0,ok
5385291.682,3.401425378,0.9707388873,0.06990065158,19.99574434,114.1820968,0.0005831407077,302.1574256,0.005219562928,0.8039294149,128651.6936,282.7699175,351.1271081,46.39397959,33721.17441,3521.531884,1781.803979,686.1488779,41263030.02,2148753.427,423.2834374,5.944067333e-09,0,0,1,0,ok
5552628.413,3.366200766,0.9665163769,0.06996146294,20.12629308,110.5846453,0.0006636771402,321.7811559,0.004932377951,1.073028362,134175.6044,284.7983804,351.3581787,48.04136841,34032.92416,3521.786361,1777.259642,842.5675295,52273001.15,3810195.599,516.1721253,3.913254024e-09,1,0,1,0,ok
5376258.294,3.441138979,0.9578088313,0.07010094164,19.95059123,112.5709874,0.0005626889567,330.7175877,0.005047692438,0.9554531251,131380.4578,283.2391043,350.5200986,47.29953627,34199.20046,3524.377662,1754.772496,761.7147709,47433474.35,2935860.376,481.5902343,1.409844672e-09,0,0,1,0,ok
5422009.921,3.406104166,0.9435334785,0.07008804949,20.07738245,109.3861343,0.0006106648821,311.1421642,0.005140997376,0.8620571291,134731.962,284.2837297,350.5271724,48.32790334,33810.19102,3522.328215,1731.411009,723.7226704,44585179.41,2614644.104,442.6649255,8.092233459e-10,0,0,1,0,ok
5453977.617,3.419151674,0.9615849436,0.06996952842,19.91815165,109.1157996,0.0005867262385,313.6613478,0.004928729821,1.089971535,132544.4425,284.1560669,350.7031192,47.56460718,34498.59607,3524.190904,1763.588277,846.1888456,52286544.71,3711416.116,524.9296939,4.152690985e-09,1,0,1,0,ok
5594325.88,3.430699409,0.9730659605,0.07016595644,20.05551201,112.4709811,0.000582325124,348.0618355,0.004951782598,1.064237616,135564.1416,285.0707801,351.1646245,48.49215098,35181.87733,3528.865448,1784.346052,816.7538426,52405563.6,3714005.371,518.2944483,1.938382816e-10,1,0,1,0,ok
5425815.561,3.331204823,0.9555153881,0.06988586637,20.13977937,110.8512646,0.0005624742662,337.3763043,0.00507341525,0.8938038041,131655.1053,283.7011202,351.1730678,47.321225,32860.49212,3514.917639,1759.290784,720.7231714,46083805.94,2818993.112,454.543956,3.177537537e-11,0,0,1,0,ok
5676329.286,3.307709546,0.9496855781,0.07004231905,20.09508153,111.9797103,0.000521144026,323.7845221,0.004845079482,1.00446636,140647.5542,287.0802467,351.1345656,49.95836285,34148.96066,3517.99045,1751.177988,786.2944356,52248651.89,4128499.539,487.3249603,2.192619229e-11,0,0,1,0,ok
5747142.237,3.47917176,0.9507090019,0.06997723908,19.9664913,112.3495417,0.0005233389683,314.497919,0.004979154908,0.9309899478,143416.8969,287.8036636,350.2601921,50.81399355,36871.073,3535.90495,1739.931287,758.9519249,49174929.14,3386730.672,467.9432026,4.593088155e-11,0,0,1,0,ok
5379187.387,3.379130521,0.9614051537,0.06996278559,20.14797599,110.5958279,0.0005988492714,309.0779917,0.004926879133,0.9491031201,129878.2995,282.7925089,351.1464252,46.83257285,33104.62206,3518.915128,1766.252193,768.9168325,46995355.55,3121565.501,476.6929201,7.548545782e-09,0,0,1,0,ok
5475043.791,3.428314973,0.9534787493,0.07002181393,19.90686299,108.6448078,0.0005871504826,329.4797317,0.004837125624,1.135586063,134735.8715,284.7800674,350.4493663,48.24507342,34754.58914,3525.398031,1748.03938,859.6777172,54586112.83,4218116.025,539.8764943,4.418313862e-09,1,0,1,0,ok
5531705.954,3.271123588,0.9625026443,0.07005551479,19.87015299,110.7189514,0.0005894254219,325.5549257,0.005166888625,1.189600225,134229.4982,285.1733656,351.1231451,47.99746823,33373.43987,3509.46382,1776.950324,892.5204499,56662961.85,3860513.433,545.5717629,8.901057711e-10,1,0,1,0,ok
5353751.858,3.386360776,0.9615651499,0.0701070662,20.05792446,114.4775995,0.0005999415951,313.0863681,0.005034719331,0.9808140389,129760.4624,282.6811946,351.0456875,46.80850718,33230.8249,3519.406436,1766.065907,787.5136688,47847022.55,3035558.664,487.9538032,6.776859065e-09,0,0,1,0,ok
5273215.208,3.415408692,0.9636759834,0.06994251568,19.83918524,108.7596615,0.0006395503162,304.9865819,0.004900996354,0.8822692477,126788.4236,281.9057112,350.596276,45.86221779,33523.42571,3519.365978,1767.066176,731.3093809,43682753.87,2720955.878,454.0009822,3.323453949e-11,0,0,1,0,ok
5524026.336,3.418790258,0.9448923608,0.06994061288,20.08581556,111.3208204,0.0006063367103,320.6818917,0.004825681693,1.036397496,137095.3056,285.4441169,350.5639585,48.97571804,34552.12375,3526.092732,1733.339638,816.8762903,51745602.05,3979511.031,505.4368574,2.790536908e-09,1,0,1,0,ok
5494014.236,3.463866667,0.9515562524,0.07027031023,19.93856676,108.8311156,0.0006252150401,332.8531025,0.004993030938,1.040263005,136718.0621,284.9049112,350.2146888,48.93338764,35193.22062,3528.493364,1741.71909,817.5762697,51201351.46,3517537.302,508.4591032,7.612105784e-10,1,0,1,0,ok
5273432.858,3.383963268,0.9583482059,0.06978872607,19.85725997,110.0438429,0.0006080808213,346.0534307,0.005006417383,1.156960917,126883.4021,282.1939192,350.663739,45.8496989,33142.37502,3516.703724,1759.856867,861.6483368,53780083.83,3591238.028,549.2829172,3.627960201e-09,1,0,1,0,ok
5671880.011,3.388734806,0.9656768562,0.07010519215,19.85411329,114.2986497,0.0006320047601,323.9992814,0.004933217599,1.056118733,138821.9741,286.840204,351.0201216,49.35117734,35627.38374,3527.234717,1774.515338,831.186566,52701698.99,3901332.481,508.8228291,6.458846719e-10,1,0,1,0,ok
5290631.639,3.360165032,0.962251443,0.07011477779,20.0248972,114.2718103,0.0006155713351,300.7980345,0.004839197609,0.9458859672,127686.0694,281.9106453,351.0975436,46.18610803,32633.48561,3515.217303,1769.152027,767.7324795,46196223.09,3155493.836,474.7414103,2.86743444e-09,0,0,1,0,ok
5481634.937,3.422483121,0.9610934602,0.06996211654,20.00585132,113.162158,0.0005520188856,326.5653992,0.004987043201,1.017050869,133351.7294,284.3612829,350.8305995,47.81977316,34516.50825,3525.570295,1762.699776,798.3324574,50265432.93,3377547.74,501.7486837,3.082577719e-09,0,0,1,0,ok
5505364.754,3.369105851,0.9712335162,0.06987065415,20.04293244,112.2892204,0.0006390762214,310.786259,0.005137870191,0.7293137991,131786.1374,284.192936,351.3607038,47.2863481,33970.56117,3521.14996,1785.623177,636.5249366,39152384.97,2074102.769,391.1392438,5.150095626e-10,0,0,1,0,ok
5432006.854,3.403965084,0.9569055021,0.06975347192,19.94339146,113.3589244,0.0005720077969,286.7790697,0.004969641043,1.045214365,131718.6063,284.1137253,350.7394959,47.2752938,34145.42808,3522.812227,1756.336002,837.8665503,50480563.84,3446777.9,508.076253,9.157351585e-10,1,0,1,0,ok
5495299.207,3.479032715,0.956658863,0.070029422,19.82788691,110.7291044,0.0005952360801,291.3572556,0.004999208014,1.045810998,135162.0377,284.8694462,350.1066207,48.38248646,35618.84367,3529.708718,1749.903567,841.4083979,50656541.3,3417785.34,509.0255192,5.531543522e-10,1,0,1,0,ok
5552830.507,3.334129732,0.9493782069,0.07012485272,20.05717074,111.0715948,0.0006067553148,312.4872942,0.005051321714,0.7933659734,137500.0537,285.7371679,350.9816741,49.06993201,33815.92336,3518.300189,1748.206611,674.7259488,42899068.95,2596111.366,411.9347536,3.165471663e-09,0,0,1,0,ok
5436554.881,3.381386593,0.9438292459,0.06989584449,20.06934942,109.5017668,0.0006529403644,320.9945113,0.004985655127,0.8460356661,134266.0771,284.5129036,350.6489394,48.12199866,33637.72393,3520.413491,1733.93457,708.507129,44263979.78,2781559.938,436.1580866,1.008175687e-08,0,0,1,0,ok
5438844.53,3.34436958,0.9758142922,0.07020648575,19.91236732,111.371246,0.0005814776713,318.9211698,0.00493859328,0.9018179898,130357.9069,283.4282084,351.3563202,46.90008517,33574.75506,3516.803086,1795.714771,730.7989817,45504768.14,2931818.387,457.4935378,2.298817056e-09,0,0,1,0,ok
5468251.216,3.346701594,0.9601215475,0.06995220775,19.91949347,110.9373066,0.0006144360194,324.1349464,0.005063037333,0.944731072,132752.2427,284.5064506,351.0028113,47.58050791,33760.36084,3517.720407,1766.737831,763.466397,47728907.94,3017023.208,471.4366838,9.121831656e-09,0,0,1,0,ok
5468386.556,3.398697826,0.9391805199,0.07016002028,19.76366227,114.1000066,0.0005975340521,300.1633195,0.005070772671,1.083237229,137432.7442,285.7667062,350.1591239,49.0408415,34709.30812,3523.306061,1724.370473,857.8127736,52793219.81,3624321.94,516.3173172,5.666705025e-09,1,0,1,0,ok
5581611.407,3.30057397,0.9574459124,0.06997324903,20.01943202,111.6679459,0.000608380613,337.0613192,0.005082027556,1.149098431,136264.6475,285.7613968,351.1952777,48.6249269,33679.85939,3514.842977,1765.690532,869.849075,55973061.17,3996476.283,535.6277076,1.950082089e-10,1,0,1,0,ok
5557345.526,3.302133152,0.9648017535,0.06989801623,19.87716245,113.0118119,0.0006183970036,308.9002546,0.005072708346,0.8931655795,134214.6127,285.4556245,351.2046582,47.94469083,33870.14069,3514.640464,1779.124951,739.9618515,46254611.71,2883595.619,448.4478044,7.025043487e-11,0,0,1,0,ok
5442631.526,3.376835264,0.9532076119,0.07024673167,19.9512793,111.7925936,0.0006134826531,328.0567857,0.005141201086,0.9804603078,134357.3722,284.4303528,350.7746989,48.16869559,33882.98333,3520.364746,1751.64529,785.3819649,48887094.55,3045269.297,484.7538372,2.824640755e-10,0,0,1,0,ok
5390705.364,3.337445931,0.9670239307,0.06987503725,19.90358301,113.0554621,0.000620398422,318.3102355,0.004990727347,0.8782434539,129039.9762,283.256861,351.161277,46.45400483,33231.33664,3515.043838,1779.985286,721.8815551,44598479.19,2742206.018,448.5754777,5.775210996e-10,0,0,1,0,ok
