# units: time[s] pressure[Pa] temperature[K] mixture_ratio[-] mass[kg] mass_oxidizer[kg] mass_fuel[kg] mdot_ox_in[kg/s] mdot_fuel_in[kg/s] mdot_out[kg/s] c_star[m/s] gamma_s[-] eta_heat[-] thrust[N] molar_mass[kg/mol] density[kg/m^3] choked[-] inlet_mr_clamped[-]
time,pressure,temperature,mixture_ratio,mass,mass_oxidizer,mass_fuel,mdot_ox_in,mdot_fuel_in,mdot_out,c_star,gamma_s,eta_heat,thrust,molar_mass,density,choked,inlet_mr_clamped
0.092,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.093,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.094,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.095,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.096,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.097,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.098,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.099,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.1,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.101,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
