# units: time[s] pressure[Pa] temperature[K] mixture_ratio[-] mass[kg] mass_oxidizer[kg] mass_fuel[kg] mdot_ox_in[kg/s] mdot_fuel_in[kg/s] mdot_out[kg/s] c_star[m/s] gamma_s[-] eta_heat[-] thrust[N] molar_mass[kg/mol] density[kg/m^3] choked[-] inlet_mr_clamped[-]
time,pressure,temperature,mixture_ratio,mass,mass_oxidizer,mass_fuel,mdot_ox_in,mdot_fuel_in,mdot_out,c_star,gamma_s,eta_heat,thrust,molar_mass,density,choked,inlet_mr_clamped
0.088,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.089,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.09,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.091,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.092,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.093,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.094,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.095,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.096,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.097,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.098,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.099,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.1,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.101,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.102,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.103,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.104,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.105,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.106,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.107,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.108,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.109,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.11,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.111,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.112,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
0.113,5502118.633,3351.774253,3.399267399,0.05678839545,0.04387979265,0.0129086028,37.12,10.92,48.04,1763.083594,1.129573466,0.874,128369.5666,0.02229633254,4.402044592,1,0
